"","symbol","concept","contexts","types","label"
12221,"insect","inSwarmsTheyHaveANegativeConnotationSuchAsForcesInTheProcessOfDissolutionPlague","generalOrUnknown","Simulation","in swarms they have a negative connotation, such as forces in the process of dissolution, plague"
12222,"insect","shortLife","generalOrUnknown","Simulation","short life"
12223,"insect","theSoulsOfTheDeadRevisitingTheEarth","centralAmericanIndian","Simulation","the souls of the dead revisiting the earth"
12224,"ihs","bacchus","grecoRoman","AssociationSimulation","Bacchus"
12225,"indexFinger","character","generalOrUnknown","AssociationSimulation","character"
12226,"indexFinger","command","generalOrUnknown","Simulation","command"
12227,"hydrangea","coldness","generalOrUnknown","Simulation","coldness"
12228,"hydrangea","frigidity","generalOrUnknown","Simulation","frigidity"
12229,"hydrangea","remembrance","generalOrUnknown","Simulation","remembrance"
12230,"job","acceptanceOfFate","jewish","Simulation","acceptance of fate"
12231,"garlic","colds","generalOrUnknown","ProtectionSimulation","colds"
12232,"garlic","scorpions","generalOrUnknown","ProtectionSimulation","scorpions"
12233,"ixion","spiritualPerversion","greek","Simulation","spiritual perversion"
12234,"jacob","fatherOfThe12Tribes","jewish","Simulation","father of the 12 tribes"
12235,"jason","moralCompromise","greek","Simulation","moral compromise"
12236,"jason","opponentOfDegenerationIntoTheCommonplace","greek","Simulation","opponent of degeneration into the commonplace"
12237,"jason","theFlawedHero","greek","Simulation","the flawed hero"
12238,"jason","theHeroWhoFailsToRealizeTheMeansMustBeCompatibleWithTheEnds","greek","Simulation","the hero who fails to realize the means must be compatible with the ends"
12239,"jason","youthOfFailedPromise","greek","Simulation","youth of failed promise"
12240,"job","enduringDetermination","jewish","Simulation","enduring determination"
12241,"job","victimOfMisfortune","jewish","Simulation","victim of misfortune"
12242,"garlic","vampires","generalOrUnknown","ProtectionSimulation","vampires"
12243,"ixion","megalomania","greek","Simulation","megalomania"
12244,"ixion","sexualPerversion","greek","Simulation","sexual perversion"
12245,"jacob","jacobSLadder","jewish","AssociationSimulation","Jacob’s ladder"
12246,"garlic","madness","generalOrUnknown","ProtectionSimulation","madness"
12247,"garlic","plague","generalOrUnknown","ProtectionSimulation","plague"
12248,"garlic","serpents","generalOrUnknown","ProtectionSimulation","serpents"
12249,"garlic","theEvilEye","generalOrUnknown","ProtectionSimulation","the evil eye"
12250,"ixion","deceit","greek","Simulation","deceit"
12251,"ixion","pride","greek","Simulation","pride"
12252,"jacob","trickery","jewish","Simulation","trickery"
12253,"jason","unfaithfulness","greek","Simulation","unfaithfulness"
12254,"job","faithfulness","jewish","Simulation","faithfulness"
12255,"job","patience","jewish","Simulation","patience"
12256,"job","perseverance","jewish","Simulation","perseverance"
12257,"garlic","witches","roman","ProtectionSimulation","witches"
12258,"leviathan","aMonsterOfPrimevalChaos","phoenician","Simulation","a monster of primeval chaos"
12259,"leviathan","aPrimordialMonsterOfTheOceanAndChaos","generalOrUnknown","Simulation","a primordial monster of the ocean and chaos"
12260,"leviathan","aTotalitarianState","generalOrUnknown","Simulation","a totalitarian state"
12261,"lent","sufferingAndSacrificeParticularlyOfChrist","christian","Simulation","suffering and sacrifice, particularly of Christ"
12262,"leviathan","evilInTheOldTestament","generalOrUnknown","Simulation","evil in the Old Testament"
12263,"leviathan","godSPlayfulness","generalOrUnknown","Simulation","God’s playfulness"
12264,"leviathan","rebellionAgainstTheCreator","generalOrUnknown","Simulation","rebellion against the creator"
12265,"leviathan","thePowerOfTheDeep","generalOrUnknown","Simulation","the power of the deep"
12266,"leviathan","theWatersOfChaos","generalOrUnknown","Simulation","the waters of Chaos"
12267,"leviathan","evilPersonified","generalOrUnknown","Simulation","evil personified"
12268,"lent","austerity","christian","Simulation","austerity"
12269,"lent","penance","christian","Simulation","penance"
12270,"gold","alaska","generalOrUnknown","Simulation","Alaska"
12271,"gold","california","generalOrUnknown","Simulation","California"
12272,"goldenCalf","aaron","jewish","AssociationSimulation","Aaron"
12273,"goldenCalf","baal","jewish","AssociationSimulation","Baal"
12274,"goldenCalf","power","jewish","Simulation","power"
12275,"goldenCalf","sensuality","jewish","Simulation","sensuality"
12276,"goldenCalf","wealth","jewish","Simulation","wealth"
12277,"tusk","phallus","generalOrUnknown","Simulation","phallus"
12278,"tusk","power","generalOrUnknown","Simulation","power"
12279,"tusk","strength","generalOrUnknown","Simulation","strength"
12280,"heron","indiscretion","african @ generalOrUnknown","Simulation","indiscretion"
12281,"heron","regeneration","egyptian @ generalOrUnknown","Simulation","regeneration"
12282,"grayHair","relativism","generalOrUnknown","Simulation","relativism"
12283,"greekCross","ratherThanChristOrChristianity","christian","Simulation","rather than Christ or Christianity"
12284,"greekCross","redCrossSociety","generalOrUnknown","EmblematicSimulation","Red Cross Society"
12285,"greekCross","theRosicrucians","generalOrUnknown","EmblematicSimulation","the Rosicrucians"
12286,"greekCross","theTemplars","christian","EmblematicSimulation","the Templars"
12287,"greekCross","usuallyTheChurchOfChrist","christian","Simulation","usually the Church of Christ"
12288,"guide","spiritualMentor","generalOrUnknown","Simulation","spiritual mentor"
12289,"gun","impositionOfTheWillOnOthers","generalOrUnknown","Simulation","imposition of the will on others"
12290,"gun","theThreatOfViolence","generalOrUnknown","Simulation","the threat of violence"
12291,"gypsy","primitiveMan","generalOrUnknown","Simulation","primitive man"
12292,"gypsy","seer","generalOrUnknown","Simulation","seer"
12293,"gypsy","theFootlooseLife","generalOrUnknown","Simulation","the footloose life"
12294,"gypsy","theMagicalEnchantedMysterious","generalOrUnknown","Simulation","the magical, enchanted, mysterious"
12295,"greekCross","theUnionOfMaleAndFemale","generalOrUnknown","Simulation","the union of male and female"
12296,"grayHair","oldAge","generalOrUnknown","Simulation","old age"
12297,"grayHair","retrospection","generalOrUnknown","Simulation","retrospection"
12298,"grayHair","tenderness","generalOrUnknown","Simulation","tenderness"
12299,"grayHair","wisdom","generalOrUnknown","Simulation","wisdom"
12300,"greatPlains","theLifePrinciple","northAmericanIndian","Simulation","the life principle"
12301,"greatPlains","trickster","northAmericanIndian","Simulation","trickster"
12302,"guide","oneSHigherSelf","generalOrUnknown","Simulation","one’s higher self"
12303,"guide","wisdom","generalOrUnknown","Simulation","wisdom"
12304,"gun","aggression","generalOrUnknown","Simulation","aggression"
12305,"gun","force","generalOrUnknown","Simulation","force"
12306,"gun","phallus","generalOrUnknown","Simulation","phallus"
12307,"gun","power","generalOrUnknown","Simulation","power"
12308,"gun","theMasculinePrinciple","generalOrUnknown","Simulation","the masculine principle"
12309,"kingOfClubs","aDarkHairedMan","cartomancy","Simulation","a dark-haired man"
12310,"kingOfHearts","caesar","generalOrUnknown","AssociationSimulation","Caesar"
12311,"kingOfSpades","aWidower","cartomancy","Simulation","a widower"
12312,"kingOfHearts","theArrowhead","generalOrUnknown","AssociationSimulation","the arrowhead"
12313,"kingOfHearts","theFireKing","generalOrUnknown","AssociationSimulation","the fire king"
12314,"kingOfHearts","theWaterKing","generalOrUnknown","Simulation","the water king"
12315,"kingOfSpades","earthKing","generalOrUnknown","Simulation","earth king"
12316,"knee","moralStrength","generalOrUnknown","Simulation","moral strength"
12317,"kneeling","petitioning","generalOrUnknown","Simulation","petitioning"
12318,"kneeling","progressByRestrainingTheLowerQualities","generalOrUnknown","Simulation","progress by restraining the lower qualities"
12319,"kneeling","submissionToTheLawsOfOrder","generalOrUnknown","Simulation","submission to the laws of order"
12320,"kingOfClubs","alexanderTheGreat","generalOrUnknown","AssociationSimulation","Alexander the Great"
12321,"kingOfClubs","kingArthur","generalOrUnknown","AssociationSimulation","King Arthur"
12322,"kingOfHearts","charlemagne","generalOrUnknown","Simulation","Charlemagne"
12323,"knee","generativeForce","generalOrUnknown","Simulation","generative force"
12324,"knee","seatOfPower","generalOrUnknown","Simulation","seat of power"
12325,"kneeling","reverence","generalOrUnknown","Simulation","reverence"
12326,"kingOfClubs","zeusJupiter","generalOrUnknown","AssociationSimulation","Zeus/Jupiter"
12327,"kingOfHearts","poseidonNeptune","generalOrUnknown","Simulation","Poseidon/Neptune"
12328,"kingOfSpades","cronusSaturn","generalOrUnknown","AssociationSimulation","Cronus/Saturn"
12329,"kingOfSpades","hadesPluto","generalOrUnknown","AssociationSimulation","Hades/Pluto"
12330,"kingOfSpades","kingDavid","generalOrUnknown","AssociationSimulation","King David"
12331,"knee","vitality","generalOrUnknown","Simulation","vitality"
12332,"kneeling","humility","generalOrUnknown","Simulation","humility"
12333,"kneeling","prayer","generalOrUnknown","Simulation","prayer"
12334,"kneeling","respect","generalOrUnknown","Simulation","respect"
12335,"kneeling","saturnPlanet","generalOrUnknown","AssociationSimulation","Saturn (planet)"
12336,"medusa","primalSexuality","greek","Simulation","primal sexuality"
12337,"medusa","theDangerousFemale","greek","Simulation","the dangerous female"
12338,"mephistopheles","cynicism","german","Simulation","cynicism"
12339,"mephistopheles","merchantAvarice","german","Simulation","merchant avarice"
12340,"mephistopheles","theDeceivedDeceiver","german","Simulation","the deceived deceiver"
12341,"mephistopheles","theNegativeAspectOfThePsychicFunctionWhichHasBrokenAwayFromTheSpiritToAcquireIndependence","german","Simulation","the negative aspect of the psychic function which has broken away from the spirit to acquire independence"
12342,"medal","glory","generalOrUnknown","Simulation","glory"
12343,"medal","honor","generalOrUnknown","Simulation","honor"
12344,"medal","prize","generalOrUnknown","Simulation","prize"
12345,"medal","victory","generalOrUnknown","Simulation","victory"
12346,"medusa","annihilation","greek","Simulation","annihilation"
12347,"medusa","sin","greek","Simulation","sin"
12348,"medusa","theTerribleMother","greek","Simulation","the Terrible Mother"
12349,"mephistopheles","craftiness","german","Simulation","craftiness"
12350,"moth","aFormOfPsyche","greek","Simulation","a form of Psyche"
12351,"moth","beingConsumedByMysticalLove","generalOrUnknown","Simulation","being consumed by mystical love"
12352,"noose","deathByHanging","generalOrUnknown","Simulation","death by hanging"
12353,"noose","mardukMayAlsoHaveANet","sumeroSemitic","AttributeSimulation","Marduk (may also have a net)"
12354,"noose","theCaptive","generalOrUnknown","Simulation","the captive"
12355,"noose","theForceToSeizeAndHoldFirm","hindu","Simulation","the force to seize and hold firm"
12356,"noose","threatOfDeath","generalOrUnknown","Simulation","threat of death"
12357,"oats","foodOfTheLowerClasses","generalOrUnknown","Simulation","food of the lower classes"
12358,"oats","theBewitchingSoulOfMusic","flowerLanguage","Simulation","the bewitching soul of music"
12359,"oats","youthfulExcesses","generalOrUnknown","Simulation","youthful excesses"
12360,"noose","intellectualPower","hindu","Simulation","intellectual power"
12361,"noose","despair","generalOrUnknown","Simulation","despair"
12362,"noose","devi","hindu","AttributeSimulation","Devi"
12363,"noose","kali","hindu","AttributeSimulation","Kali"
12364,"noose","varuna","hindu","AttributeSimulation","Varuna"
12365,"noose","yama","hindu","AttributeSimulation","Yama"
12366,"oats","music","flowerLanguage","Simulation","music"
12367,"noose","death","generalOrUnknown @ hindu","Simulation","death"
12368,"noose","knowledge","generalOrUnknown @ hindu","Simulation","knowledge"
12369,"gypsy","intuition","generalOrUnknown","Simulation","intuition"
12370,"moth","faithlessFrivolity","generalOrUnknown","Simulation","faithless frivolity"
12371,"moth","theSoulSeekingGod","generalOrUnknown","Simulation","the soul seeking God"
12372,"musician","harmonyWithDivineNature","generalOrUnknown","Simulation","harmony with divine nature"
12373,"musician","theFascinationWithDeath","generalOrUnknown","Simulation","the fascination with death"
12374,"musician","theMindWhichFostersHigherEmotions","generalOrUnknown","Simulation","the mind which fosters higher emotions"
12375,"moth","reincarnationOfTheDead","turkic","Simulation","reincarnation of the dead"
12376,"moth","corruption","generalOrUnknown","Simulation","corruption"
12377,"moth","decay","generalOrUnknown","Simulation","decay"
12378,"moth","destruction","generalOrUnknown","Simulation","destruction"
12379,"moth","parasite","generalOrUnknown","Simulation","parasite"
12380,"musician","aiApaecEspeciallyWithLizardAndDog","mochican","Simulation","Ai apaec (especially with lizard and dog)"
12381,"herb","appetizer","generalOrUnknown","Simulation","appetizer"
12382,"heron","canCausePregnancyByAGlance","chinese","Simulation","can cause pregnancy by a glance"
12383,"hemp","narcotic","generalOrUnknown","Simulation","narcotic"
12384,"hemp","recognitionPersonified","generalOrUnknown","AttributeSimulation","Recognition personified"
12385,"hemp","theRusticLife","generalOrUnknown","Simulation","the rustic life"
12386,"herb","naturalForces","generalOrUnknown","Simulation","natural forces"
12387,"herb","primitiveDesiresAndAmbitionsArousedByTheSenses","generalOrUnknown","Simulation","primitive desires and ambitions aroused by the senses"
12388,"herb","ruralLife","generalOrUnknown","Simulation","rural life"
12389,"herb","theMeansByWhichFertilityDeitiesMakeThemselvesVisible","generalOrUnknown","Simulation","the means by which fertility deities make themselves visible"
12390,"heron","dangerOvercome","generalOrUnknown","Simulation","danger overcome"
12391,"heron","februaryPersonified","generalOrUnknown","AttributeSimulation","February personified"
12392,"heron","generationOfLife","generalOrUnknown","Simulation","generation of life"
12393,"heron","nosiness","african","Simulation","nosiness"
12394,"heron","parentalProvidence","generalOrUnknown","Simulation","parental providence"
12395,"heron","possessionOfFreeAndRichFishingRights","heraldic","Simulation","possession of free and rich fishing rights"
12396,"heron","prudenceInDanger","heraldic","Simulation","prudence in danger"
12397,"heron","sacredToTheMuses","grecoRoman","Simulation","sacred to the Muses"
12398,"heron","silentMemory","generalOrUnknown","Simulation","silent memory"
12399,"heron","theBennuBird","egyptian","Simulation","the Bennu bird"
12400,"heron","theChristianWhoTurnsAwayFromFalseDoctrine","christian","Simulation","the Christian who turns away from false doctrine"
12401,"heron","theFirstTransformerOfTheSoulAfterDeath","egyptian","Simulation","the first transformer of the soul after death"
12402,"heron","theFloodingOfTheNile","egyptian","AssociationSimulation","the flooding of the Nile"
12403,"heron","theReturnOfOsiris","egyptian","AssociationSimulation","the return of Osiris"
12404,"heron","theUnfavorableAspectsOfThePriesthood","christian","Simulation","the unfavorable aspects of the priesthood"
12405,"heron","theWillowTreeInArt","chinese","AssociationSimulation","the willow tree in art"
12406,"heron","usuallyAGoodOmen","generalOrUnknown","Simulation","usually a good omen"
12407,"herb","poorManSFood","generalOrUnknown","Simulation","poor man’s food"
12408,"herdingDog","aBishop","christian","Simulation","a bishop"
12409,"herdingDog","aPriest","christian","Simulation","a priest"
12410,"herdingDog","theGoodShepherd","christian","Simulation","the Good Shepherd"
12411,"heron","seriousness","chinese","Simulation","seriousness"
12412,"heron","tact","chinese","Simulation","tact"
12413,"heron","theRenewalOfLife","egyptian","AssociationSimulation","the renewal of life"
12414,"hemp","fate","flowerLanguage","Simulation","fate"
12415,"herb","healing","generalOrUnknown","Simulation","healing"
12416,"herb","magic","generalOrUnknown","Simulation","magic"
12417,"herb","nobility","generalOrUnknown","Simulation","nobility"
12418,"heron","delicacy","chinese","Simulation","delicacy"
12419,"heron","duality","generalOrUnknown","Simulation","duality"
12420,"heron","longevity","generalOrUnknown","Simulation","longevity"
12421,"heron","melancholy","generalOrUnknown","Simulation","melancholy"
12422,"heron","morning","generalOrUnknown","Simulation","morning"
12423,"heron","quietness","generalOrUnknown","Simulation","quietness"
12424,"heron","silence","chinese","Simulation","silence"
12425,"heron","theRisingSun","egyptian","Simulation","the rising sun"
12426,"heron","vigilance","generalOrUnknown","Simulation","vigilance"
12427,"heron","water","generalOrUnknown","AssociationSimulation","water"
12428,"gun","violence","generalOrUnknown","Simulation","violence"
12429,"gypsy","insight","generalOrUnknown","Simulation","insight"
12430,"parrot","PreColumbianOracle","amerindian","Simulation","(Pre-Columbian) oracle"
12431,"paper","1stWeddingAnniversaries","generalOrUnknown","AssociationSimulation","1st wedding anniversaries"
12432,"paper","bureaucracy","generalOrUnknown","EmblematicSimulation","bureaucracy"
12433,"paper","lackOfDurability","generalOrUnknown","Simulation","lack of durability"
12434,"parrot","brilliance","chinese","Simulation","brilliance"
12435,"parrot","bringerOfRain","amerindian @ hindu","Simulation","bringer of rain"
12436,"parrot","farTravels","heraldic","Simulation","far travels"
12437,"parrot","foolishChatterImitation","generalOrUnknown","Simulation","foolish chatter, imitation"
12438,"parrot","thePersonificationsOfEloquence","generalOrUnknown","AttributeSimulation","the personifications of Eloquence"
12439,"parrot","verbosity","generalOrUnknown","Simulation","verbosity"
12440,"parrot","warningToUnfaithfulWives","chinese","Simulation","warning to unfaithful wives"
12441,"parrot","laughter","generalOrUnknown","Simulation","laughter"
12442,"parrot","repetition","generalOrUnknown","Simulation","repetition"
12443,"paper","transitoriness","generalOrUnknown","Simulation","transitoriness"
12444,"parrot","docility","generalOrUnknown","AttributeSimulation @ Simulation","docility"
12445,"parrot","greed","generalOrUnknown","Simulation","greed"
12446,"parrot","kama","hindu","AttributeSimulation","Kama"
12447,"parrot","oracle","hindu","Simulation","oracle"
12448,"parrot","prophecy","generalOrUnknown","Simulation","prophecy"
12449,"loafOfBread","canHaveASexualConnotationAccordingToShape","generalOrUnknown","Simulation","can have a sexual connotation according to shape"
12450,"lineGeometric","boundary","generalOrUnknown","Simulation","boundary"
12451,"lineGeometric","measurement","generalOrUnknown","Simulation","measurement"
12452,"loki","lyingThatDepravesTheSpirit","norse","Simulation","lying that depraves the spirit"
12453,"loki","theTriumphOfExpediencyOverConscience","norse","Simulation","the triumph of expediency over conscience"
12454,"leviathan","willBeServedAsFoodAtTheEndTime","jewish","Simulation","will be served as food at the End Time"
12455,"lineGeometric","division","generalOrUnknown","Simulation","division"
12456,"leviathan","duality","generalOrUnknown","Simulation","duality"
12457,"leviathan","envy","generalOrUnknown","Simulation","envy"
12458,"lincolnAbraham","equality","american","Simulation","equality"
12459,"lincolnAbraham","freedom","american","Simulation","freedom"
12460,"lincolnAbraham","honesty","american","Simulation","honesty"
12461,"lincolnAbraham","martyrdom","american","Simulation","martyrdom"
12462,"lineGeometric","limitation","generalOrUnknown","Simulation","limitation"
12463,"jungle","basicInstincts","generalOrUnknown","Simulation","basic instincts"
12464,"jordanRiver","theBaptismOfChrist","christian","AssociationSimulation","the baptism of Christ"
12465,"jordanRiver","theFlowOfLifeEssenceFromHeavenToEarth","christian","Simulation","the flow of life essence from heaven to Earth"
12466,"jordanRiver","theRiverOfLife","christian","Simulation","the River of Life"
12467,"judge","restorerOfNaturalBalance","generalOrUnknown","Simulation","restorer of natural balance"
12468,"judge","worldlyAuthority","generalOrUnknown","Simulation","worldly authority"
12469,"jungle","lurkingDanger","generalOrUnknown","Simulation","lurking danger"
12470,"jungle","unruliness","generalOrUnknown","Simulation","unruliness"
12471,"kangaroo","sportiveness","generalOrUnknown","Simulation","sportiveness"
12472,"kid","sacrificedAsASubstituteOfTheDyingGodInDeathAndResurrectionRituals","sumerosemitic","Simulation","sacrificed as a substitute of the dying god in death and resurrection rituals"
12473,"kid","sacrificeToPanFaunus","grecoRoman","Simulation","sacrifice to Pan/Faunus"
12474,"jordanRiver","anAspectOfTheCosmicRiverFromWhichAllComesAndAllReturns","christian","Simulation","an aspect of the cosmic river from which all comes and all returns"
12475,"judge","theSuperego","generalOrUnknown","Simulation","the superego"
12476,"jungle","primitiveLife","generalOrUnknown","Simulation","primitive life"
12477,"kangaroo","lackOfIntelligence","generalOrUnknown","Simulation","lack of intelligence"
12478,"jordanRiver","johnTheBaptist","christian","AssociationSimulation","John the Baptist"
12479,"judge","innerWisdom","generalOrUnknown","Simulation","inner wisdom"
12480,"judge","oracle","generalOrUnknown","Simulation","oracle"
12481,"jungle","theUnconscious","generalOrUnknown","Simulation","the unconscious"
12482,"kangaroo","gregariousness","generalOrUnknown","Simulation","gregariousness"
12483,"kangaroo","peacefulness","generalOrUnknown","Simulation","peacefulness"
12484,"kid","silvanus","grecoRoman","Simulation","Silvanus"
12485,"oedipus","achievingSelfMasteryByAcceptanceOfDeath","greek","Simulation","achieving self-mastery by acceptance of death"
12486,"oedipus","fixationOfTheSonOnTheMother","greek","Simulation","fixation of the son on the mother"
12487,"oedipus","overattachmentToEarthlyThings","greek","Simulation","overattachment to earthly things"
12488,"oedipus","theIndividualWaveringBetweenTheNeuroticAndTheCommonplace","greek","Simulation","the individual wavering between the neurotic and the commonplace"
12489,"ointment","theBurialOfChrist","christian","AttributeSimulation","the burial of Christ"
12490,"oliveBranch","anointing","generalOrUnknown","Simulation","anointing"
12491,"oliveBranch","theArchangelGabrielAtTheAnnunciation","christian","AttributeSimulation","the archangel Gabriel at the Annunciation"
12492,"oliveBranch","thePersonificationsOfTheGoldenAge","generalOrUnknown","AttributeSimulation","the personifications of the Golden Age"
12493,"oliveBranch","deliverance","generalOrUnknown","Simulation","deliverance"
12494,"oliveBranch","reconciliationBetweenGodAndMan","generalOrUnknown","Simulation","reconciliation between God and man"
12495,"october","autumn","generalOrUnknown","AssociationSimulation","Autumn"
12496,"october","harvest","generalOrUnknown","AssociationSimulation","harvest"
12497,"october","sowing","generalOrUnknown","AssociationSimulation","sowing"
12498,"ointment","coition","generalOrUnknown","Simulation","coition"
12499,"ointment","divineLove","generalOrUnknown","Simulation","divine love"
12500,"ointment","heroism","generalOrUnknown","Simulation","heroism"
12501,"ointment","hospitality","generalOrUnknown","Simulation","hospitality"
12502,"ointment","love","generalOrUnknown","Simulation","love"
12503,"ointment","luxury","generalOrUnknown","Simulation","luxury"
12504,"ointment","purity","generalOrUnknown","Simulation","purity"
12505,"oliveBranch","beauty","generalOrUnknown","Simulation","beauty"
12506,"oliveBranch","charity","generalOrUnknown","Simulation","charity"
12507,"oliveBranch","concord","generalOrUnknown","AttributeSimulation @ Simulation","concord"
12508,"oliveBranch","dedication","generalOrUnknown","Simulation","dedication"
12509,"manna","aFreeAndValuableGift","generalOrUnknown","Simulation","a free and valuable gift"
12510,"male","thePerverseForcesInTheWorld","egyptian","Simulation","the perverse forces in the world"
12511,"mammon","avariceAsAnEvilSpiritPersonified","newTestament","Simulation","avarice as an evil spirit (Personified)"
12512,"manna","godSGrace","generalOrUnknown","Simulation","God’s grace"
12513,"mammon","wealthPersonified","newTestament","Simulation","wealth (Personified)"
12514,"male","boy","generalOrUnknown","Simulation","boy"
12515,"mammon","avarice","christian","Simulation","avarice"
12516,"mammon","temptation","christian","Simulation","temptation"
12517,"queenOfHearts","aBlondeWoman","cartomancy","Simulation","a blonde woman"
12518,"queenOfHearts","aphroditeVenusHelen","generalOrUnknown","Simulation","Aphrodite/Venus, Helen"
12519,"queenOfHearts","arsine","generalOrUnknown","AssociationSimulation","Arsine"
12520,"queenOfDiamonds","fireAndFuel","generalOrUnknown","AssociationSimulation","fire and fuel"
12521,"queenOfHearts","queenOfTheAir","generalOrUnknown","Simulation","queen of the air"
12522,"queenOfHearts","sekhet","generalOrUnknown","Simulation","Sekhet"
12523,"queenOfHearts","semiramis","generalOrUnknown","Simulation","Semiramis"
12524,"queenOfSpades","aWidow","cartomancy","Simulation","a widow"
12525,"queenOfSpades","lightningFlash","generalOrUnknown","Simulation","lightning flash"
12526,"queenOfDiamonds","nephthys","generalOrUnknown","AssociationSimulation","Nephthys"
12527,"queenOfHearts","roses","generalOrUnknown","Simulation","roses"
12528,"queenOfDiamonds","persephoneProserpine","generalOrUnknown","AssociationSimulation","Persephone/Proserpine"
12529,"queenOfHearts","anUnmarriedWoman","cartomancy","Simulation","an unmarried woman"
12530,"queenOfHearts","hathor","generalOrUnknown","Simulation","Hathor"
12531,"queenOfHearts","heraJuno","generalOrUnknown","AssociationSimulation","Hera/Juno"
12532,"queenOfHearts","love","generalOrUnknown","Simulation","love"
12533,"queenOfSpades","athenaMinerva","generalOrUnknown","AssociationSimulation","Athena/Minerva"
12534,"queenOfSpades","neith","generalOrUnknown","AssociationSimulation","Neith"
12535,"queenOfSpades","war","generalOrUnknown","Simulation","war"
12536,"quail","harbingerOfSpring","grecoRoman @ hindu","Simulation","harbinger of spring"
12537,"palmBranch","conques","heraldic","Simulation","conques"
12538,"palmBranch","oneWhoHadMadeAPilgrimageToTheHolyLand","christian","AttributeSimulation","one who had made a pilgrimage to the Holy Land"
12539,"palmBranch","royalHonor","heraldic","Simulation","royal honor"
12540,"palmBranch","victoryOverDeathAndSin","christian","Simulation","victory over death and sin"
12541,"palmBranch","abrahamicReligions","generalOrUnknown","Simulation","Abrahamic religions"
12542,"palmBranch","christSEntryIntoJerusalem","christian","Simulation","Christ’s entry into Jerusalem"
12543,"palmBranch","fecundity","heraldic","Simulation","fecundity"
12544,"palmBranch","friendship","heraldic","Simulation","friendship"
12545,"palmBranch","generosity","heraldic","Simulation","generosity"
12546,"palmBranch","glory","christian","Simulation","glory"
12547,"palmBranch","justice","heraldic","Simulation","justice"
12548,"palmBranch","life","heraldic","Simulation","life"
12549,"palmBranch","peace","heraldic","Simulation","peace"
12550,"palmBranch","resurrection","christian","Simulation","resurrection"
12551,"palmBranch","success","heraldic","Simulation","success"
12552,"palmBranch","theArchangelGabriel","christian","Simulation","the archangel Gabriel"
12553,"palmBranch","triumph","christian","Simulation","triumph"
12554,"palmBranch","victory","heraldic","Simulation","victory"
12555,"palmBranch","wisdom","heraldic","Simulation","wisdom"
12556,"sleepingBeauty","dormantAncestralMemoriesInTheUnconscious","generalOrUnknown","Simulation","dormant ancestral memories in the unconscious"
12557,"sleepingBeauty","fertilityAwakenedByTheSunSlimeSubstanceOfChaos","generalOrUnknown","Simulation","fertility awakened by the sun slime substance of Chaos"
12558,"sleepingBeauty","inertiaPrecedingRebirth","generalOrUnknown","Simulation","inertia preceding rebirth"
12559,"sleepingBeauty","sexualityLyingDormantInAWomanUntilTheRightManAppears","generalOrUnknown","Simulation","sexuality lying dormant in a woman until the right man appears"
12560,"sleepingBeauty","stagnancy","generalOrUnknown","Simulation","stagnancy"
12561,"snake","ningishzida","mesopotamian","Simulation","Ningishzida"
12562,"snake","parshvanatha","jain","Simulation","Parshvanatha"
12563,"sleepingBeauty","passivePotential","generalOrUnknown","Simulation","passive potential"
12564,"snake","cronus","greek","Simulation","Cronus"
12565,"snake","qetesh","egyptian","Simulation","Qetesh"
12566,"sleepingBeauty","decay","generalOrUnknown","Simulation","decay"
12567,"sleepingBeauty","evil","generalOrUnknown","Simulation","evil"
12568,"sleepingBeauty","sin","generalOrUnknown","Simulation","sin"
12569,"sleepingBeauty","theAnima","generalOrUnknown","Simulation","the anima"
12570,"potato","commonness","generalOrUnknown","Simulation","commonness"
12571,"polyhymnia","religiousDance","greek","AssociationSimulation","religious dance"
12572,"potato","consideredAnAphrodisiac","generalOrUnknown","Simulation","considered an aphrodisiac"
12573,"potato","dullness","generalOrUnknown","Simulation","dullness"
12574,"potato","theOrdinary","generalOrUnknown","Simulation","the ordinary"
12575,"polyhymnia","hymns","greek","AssociationSimulation","hymns"
12576,"polyhymnia","pantomime","greek","AssociationSimulation","pantomime"
12577,"potato","benevolence","flowerLanguage","Simulation","benevolence"
12578,"potato","fertility","generalOrUnknown","Simulation","fertility"
12579,"potato","ireland","generalOrUnknown","EmblematicSimulation","Ireland"
12580,"potato","poverty","generalOrUnknown","Simulation","poverty"
12581,"potato","theSubconscious","generalOrUnknown","Simulation","the subconscious"
12582,"potato","tranquility","generalOrUnknown","Simulation","tranquility"
12583,"snake","apep","egyptian","Simulation","Apep"
12584,"snake","ariadne","greek","Simulation","Ariadne"
12585,"snake","velesGod","slavic","Simulation","Veles (god)"
12586,"redHair","aVenusianSatanicOrDemoniacalCharacteristic","generalOrUnknown","Simulation","a Venusian, satanic or demoniacal characteristic"
12587,"raspberry","kindlyFeelings","generalOrUnknown","Simulation","kindly feelings"
12588,"raspberry","tenderHeartedness","generalOrUnknown","Simulation","tender-heartedness"
12589,"raspberry","thePlanetVenus","generalOrUnknown","AssociationSimulation","the planet Venus"
12590,"redHair","connectedWithTheUnderworld","generalOrUnknown","Simulation","connected with the underworld"
12591,"raspberry","theHumanHeart","generalOrUnknown","Simulation","the human heart"
12592,"rattle","rainmaker","generalOrUnknown","Simulation","rainmaker"
12593,"raspberry","envy","generalOrUnknown","Simulation","envy"
12594,"raspberry","joy","generalOrUnknown","Simulation","joy"
